building_type,price,zip,kitchen_type,construction_Year,building_condition,heating_type,bedroom,province
apartment,265000,1030,semiequipped,1960,good,gas,2,Brussels
apartment,265000,1090,hyperequipped,2001,good,electric,2,Brussels
apartment,265000,1140,hyperequipped,1971,justrenovated,fueloil,2,Brussels
apartment,335000,1180,installed,1953,good,fueloil,2,Brussels
apartment,335000,1050,installed,1935,justrenovated,gas,1,Brussels
apartment,329000,1200,hyperequipped,2013,good,gas,2,Brussels
apartment,329000,1030,installed,1961,good,fueloil,2,Brussels
apartment,329000,1000,installed,1968,torenovate,gas,2,Brussels
house,399000,1070,hyperequipped,1932,good,gas,4,Brussels
apartment,325000,1200,installed,2008,justrenovated,gas,2,Brussels
apartment,320000,1200,installed,1972,justrenovated,gas,1,Brussels
apartment,315000,1050,hyperequipped,1960,torenovate,gas,2,Brussels
apartment,299000,1200,hyperequipped,1957,good,gas,2,Brussels
apartment,299000,1140,installed,1993,good,gas,3,Brussels
apartment,299000,1080,installed,2012,justrenovated,gas,2,Brussels
apartment,299000,1020,semiequipped,1958,torenovate,fueloil,3,Brussels
apartment,299000,1000,installed,2012,justrenovated,gas,2,Brussels
apartment,295000,1200,installed,2000,good,gas,1,Brussels
apartment,295000,1050,installed,1959,good,gas,1,Brussels
apartment,295000,1030,semiequipped,1960,justrenovated,fueloil,2,Brussels
apartment,295000,1020,hyperequipped,1954,justrenovated,gas,2,Brussels
apartment,295000,1000,installed,1903,justrenovated,gas,2,Brussels
apartment,295000,1000,installed,1930,good,gas,1,Brussels
apartment,289000,1000,installed,2016,good,gas,1,Brussels
apartment,285000,1200,installed,1956,justrenovated,gas,2,Brussels
apartment,285000,1030,hyperequipped,1958,good,gas,2,Brussels
apartment,280000,1080,hyperequipped,1965,good,gas,3,Brussels
apartment,275000,1050,hyperequipped,1930,good,gas,2,Brussels
apartment,270000,1200,installed,1971,torenovate,gas,2,Brussels
house,450000,1020,semiequipped,1966,good,gas,2,Brussels
house,450000,1080,semiequipped,1930,torenovate,gas,4,Brussels
apartment,265000,1160,installed,1965,good,gas,2,Brussels
apartment,550000,1180,hyperequipped,1992,justrenovated,gas,3,Brussels
apartment,215000,1180,installed,1969,good,electric,1,Brussels
house,390000,1180,hyperequipped,1958,good,fueloil,3,Brussels
house,795000,1200,installed,1953,justrenovated,gas,3,Brussels
apartment,650000,1180,hyperequipped,1974,torenovate,electric,4,Brussels
apartment,650000,1150,hyperequipped,1992,justrenovated,gas,3,Brussels
apartment,648000,1200,hyperequipped,2006,justrenovated,gas,3,Brussels
apartment,645000,1040,semiequipped,1960,good,gas,3,Brussels
apartment,645000,1000,semiequipped,1960,good,gas,3,Brussels
apartment,595000,1180,hyperequipped,2004,justrenovated,gas,3,Brussels
apartment,595000,1050,hyperequipped,1953,justrenovated,gas,2,Brussels
apartment,595000,1000,hyperequipped,1953,justrenovated,gas,2,Brussels
apartment,590000,1030,hyperequipped,1933,justrenovated,gas,3,Brussels
apartment,589000,1081,installed,1925,justrenovated,gas,4,Brussels
apartment,589000,1080,installed,1925,justrenovated,gas,4,Brussels
apartment,570000,1000,hyperequipped,1929,good,fueloil,3,Brussels
apartment,565000,1000,hyperequipped,2009,justrenovated,gas,2,Brussels
apartment,549000,1180,hyperequipped,1937,good,fueloil,3,Brussels
apartment,530000,1180,installed,1983,justrenovated,gas,3,Brussels
apartment,530000,1150,hyperequipped,1980,torenovate,gas,2,Brussels
apartment,520000,1040,semiequipped,1969,torenovate,gas,3,Brussels
apartment,520000,1000,semiequipped,1969,torenovate,gas,3,Brussels
apartment,510000,1040,hyperequipped,1996,justrenovated,gas,3,Brussels
apartment,499000,1150,hyperequipped,1968,justrenovated,fueloil,2,Brussels
apartment,495000,1160,installed,2001,justrenovated,gas,2,Brussels
apartment,476000,1070,hyperequipped,1920,justrenovated,gas,2,Brussels
apartment,476000,1000,hyperequipped,1920,justrenovated,gas,2,Brussels
apartment,465000,1140,hyperequipped,2003,good,gas,3,Brussels
apartment,459000,1200,hyperequipped,1963,justrenovated,fueloil,3,Brussels
apartment,450000,1200,hyperequipped,1955,justrenovated,fueloil,3,Brussels
apartment,450000,1030,hyperequipped,1955,justrenovated,fueloil,3,Brussels
apartment,450000,1000,notinstalled,1969,torenovate,fueloil,3,Brussels
apartment,445000,1180,hyperequipped,1976,torenovate,gas,3,Brussels
apartment,655000,1180,hyperequipped,1962,justrenovated,gas,3,Brussels
apartment,430000,1200,installed,2002,justrenovated,gas,2,Brussels
apartment,679000,1160,hyperequipped,2022,good,gas,3,Brussels
apartment,690000,1050,hyperequipped,2018,justrenovated,gas,1,Brussels
apartment,227000,1082,semiequipped,1985,torenovate,electric,2,Brussels
apartment,185000,1090,installed,1970,good,gas,2,Brussels
apartment,425000,1050,notinstalled,1971,justrenovated,gas,2,Brussels
house,605000,1160,hyperequipped,1939,good,gas,5,Brussels
apartment,475000,1000,hyperequipped,2016,justrenovated,gas,2,Brussels
apartment,449000,1050,hyperequipped,2003,good,gas,2,Brussels
apartment,555000,1000,hyperequipped,1938,justrenovated,gas,2,Brussels
apartment,165000,1070,installed,1914,good,gas,1,Brussels
house,585000,1082,hyperequipped,1949,good,gas,4,Brussels
apartment,750000,1200,semiequipped,1983,good,gas,5,Brussels
apartment,745000,1050,semiequipped,1918,justrenovated,gas,2,Brussels
apartment,745000,1050,semiequipped,1918,justrenovated,gas,3,Brussels
apartment,350000,1000,semiequipped,2005,good,gas,2,Brussels
apartment,285000,1030,semiequipped,2013,good,gas,2,Brussels
apartment,255000,1060,semiequipped,1950,good,gas,1,Brussels
apartment,199000,1000,semiequipped,1975,good,gas,1,Brussels
house,575000,1060,installed,1898,good,gas,3,Brussels
apartment,160000,1070,installed,1917,good,gas,1,Brussels
apartment,350000,1090,hyperequipped,2000,justrenovated,gas,2,Brussels
apartment,349500,1070,hyperequipped,2019,justrenovated,gas,2,Brussels
apartment,540000,1200,hyperequipped,2014,justrenovated,gas,2,Brussels
apartment,420000,1190,hyperequipped,1957,good,gas,3,Brussels
apartment,799000,1000,hyperequipped,2001,good,gas,3,Brussels
apartment,795000,1150,installed,1992,torenovate,gas,5,Brussels
apartment,765000,1000,hyperequipped,1930,justrenovated,gas,3,Brussels
apartment,699000,1200,hyperequipped,2000,justrenovated,gas,3,Brussels
apartment,699000,1150,hyperequipped,1976,justrenovated,electric,3,Brussels
apartment,695000,1180,hyperequipped,2016,justrenovated,gas,3,Brussels
apartment,695000,1180,installed,1974,torenovate,gas,4,Brussels
apartment,680000,1180,installed,1990,justrenovated,gas,3,Brussels
apartment,399000,1200,installed,1931,justrenovated,pellet,2,Brussels
apartment,430000,1050,hyperequipped,1963,good,fueloil,2,Brussels
apartment,410000,1150,installed,1965,torenovate,gas,2,Brussels
apartment,729000,1180,hyperequipped,1920,justrenovated,gas,2,Brussels
apartment,729000,1050,hyperequipped,1920,justrenovated,gas,2,Brussels
apartment,499000,1190,hyperequipped,1920,justrenovated,gas,1,Brussels
apartment,499000,1180,hyperequipped,1920,justrenovated,gas,1,Brussels
apartment,499000,1050,hyperequipped,1920,justrenovated,gas,1,Brussels
apartment,375000,1081,installed,1969,torenovate,gas,3,Brussels
apartment,295000,1180,semiequipped,1970,torenovate,gas,2,Brussels
apartment,379000,1140,hyperequipped,2001,justrenovated,gas,2,Brussels
house,495000,1160,semiequipped,1968,torenovate,fueloil,2,Brussels
apartment,785000,1050,hyperequipped,2021,justrenovated,gas,3,Brussels
apartment,785000,1000,hyperequipped,2021,justrenovated,gas,3,Brussels
apartment,645000,1200,hyperequipped,2018,justrenovated,gas,3,Brussels
apartment,495000,1040,hyperequipped,2020,justrenovated,gas,2,Brussels
apartment,489000,1000,hyperequipped,2017,justrenovated,gas,1,Brussels
apartment,355000,1000,installed,2025,justrenovated,gas,2,Brussels
house,499000,1082,hyperequipped,1951,justrenovated,gas,3,Brussels
apartment,295000,1200,installed,1931,good,gas,1,Brussels
house,650000,1083,hyperequipped,1940,good,gas,4,Brussels
apartment,595000,1000,semiequipped,2015,good,gas,2,Brussels
apartment,395000,1050,semiequipped,1950,torenovate,gas,2,Brussels
apartment,255000,1000,semiequipped,1930,good,gas,1,Brussels
apartment,235000,1190,semiequipped,1908,torenovate,gas,2,Brussels
apartment,200000,1083,semiequipped,1960,good,gas,1,Brussels
apartment,189000,1140,semiequipped,1985,torenovate,gas,1,Brussels
apartment,175000,1000,semiequipped,2017,good,gas,1,Brussels
house,650000,1200,installed,1927,good,gas,4,Brussels
apartment,145000,1090,semiequipped,1946,torenovate,gas,1,Brussels
apartment,795000,1150,hyperequipped,1992,torenovate,gas,5,Brussels
apartment,650000,1150,hyperequipped,1957,justrenovated,gas,3,Brussels
apartment,729000,1190,hyperequipped,1920,justrenovated,gas,2,Brussels
apartment,425000,1200,hyperequipped,1975,good,gas,2,Brussels
house,467500,1170,installed,1925,torenovate,gas,3,Brussels
apartment,165000,1050,semiequipped,1968,torenovate,electric,1,Brussels
apartment,375000,1000,installed,1960,good,gas,2,Brussels
apartment,350000,1200,hyperequipped,1977,justrenovated,gas,2,Brussels
apartment,350000,1180,hyperequipped,2010,justrenovated,electric,2,Brussels
apartment,345000,1040,hyperequipped,1958,justrenovated,fueloil,1,Brussels
apartment,345000,1030,installed,1955,good,fueloil,2,Brussels
apartment,345000,1030,installed,1955,good,fueloil,3,Brussels
apartment,339000,1030,hyperequipped,1930,good,gas,2,Brussels
apartment,335000,1050,hyperequipped,1954,justrenovated,fueloil,2,Brussels
apartment,320000,1180,installed,1977,good,gas,3,Brussels
apartment,300000,1210,installed,1964,justrenovated,gas,2,Brussels
apartment,300000,1180,installed,1969,torenovate,gas,3,Brussels
apartment,300000,1000,installed,1964,justrenovated,gas,2,Brussels
apartment,285000,1200,hyperequipped,1963,justrenovated,gas,2,Brussels
apartment,285000,1180,installed,1966,torenovate,gas,2,Brussels
house,380000,1082,semiequipped,1944,good,gas,4,Brussels
apartment,275000,1030,semiequipped,1938,torenovate,gas,2,Brussels
apartment,254000,1090,installed,1968,good,gas,2,Brussels
apartment,249000,1030,installed,1981,good,gas,2,Brussels
apartment,240000,1090,semiequipped,1948,torenovate,gas,2,Brussels
apartment,240000,1082,installed,1961,good,gas,2,Brussels
apartment,230000,1140,notinstalled,1966,torenovate,gas,2,Brussels
house,475000,1170,hyperequipped,1900,justrenovated,gas,3,Brussels
apartment,215000,1081,notinstalled,1956,torenovate,gas,2,Brussels
apartment,208000,1190,hyperequipped,1960,good,gas,1,Brussels
house,299000,1020,installed,1920,good,gas,2,Brussels
apartment,199000,1190,semiequipped,2000,good,gas,1,Brussels
apartment,189000,1020,installed,1969,torenovate,gas,2,Brussels
house,350000,1030,semiequipped,1928,torenovate,gas,4,Brussels
house,450000,1070,hyperequipped,1930,good,gas,5,Brussels
apartment,165000,1020,installed,1900,good,gas,1,Brussels
apartment,395000,1050,hyperequipped,2016,justrenovated,gas,1,Brussels
apartment,535000,1050,hyperequipped,1950,justrenovated,gas,1,Brussels
apartment,480000,1170,installed,1970,justrenovated,gas,3,Brussels
apartment,495000,1080,installed,2006,good,gas,2,Brussels
apartment,485000,1180,installed,1992,torenovate,gas,2,Brussels
apartment,485000,1000,installed,1992,torenovate,gas,2,Brussels
apartment,449000,1000,hyperequipped,2003,good,gas,2,Brussels
apartment,425000,1030,installed,1918,good,gas,4,Brussels
house,645000,1040,installed,1903,good,gas,4,Brussels
apartment,240000,1081,notinstalled,1958,good,gas,2,Brussels
apartment,229000,1020,installed,1989,good,gas,3,Brussels
house,435000,1082,hyperequipped,1952,good,gas,3,Brussels
apartment,325000,1050,installed,1900,good,gas,2,Brussels
apartment,795000,1200,hyperequipped,2020,justrenovated,gas,3,Brussels
apartment,489000,1160,installed,2022,justrenovated,gas,2,Brussels
apartment,489000,1050,installed,2022,justrenovated,gas,2,Brussels
apartment,434000,1160,installed,2022,justrenovated,gas,2,Brussels
apartment,424000,1050,installed,2022,justrenovated,gas,2,Brussels
apartment,400000,1160,hyperequipped,2019,justrenovated,gas,1,Brussels
apartment,348000,1020,hyperequipped,1950,justrenovated,electric,2,Brussels
house,750000,1030,semiequipped,1930,torenovate,gas,6,Brussels
apartment,795000,1180,hyperequipped,1969,justrenovated,fueloil,3,Brussels
apartment,795000,1000,hyperequipped,1850,justrenovated,gas,3,Brussels
apartment,790000,1180,hyperequipped,2006,good,gas,3,Brussels
apartment,730000,1180,hyperequipped,1992,justrenovated,gas,3,Brussels
apartment,695000,1050,hyperequipped,1900,justrenovated,gas,2,Brussels
apartment,650000,1150,hyperequipped,1956,justrenovated,fueloil,2,Brussels
apartment,635000,1050,semiequipped,1956,justrenovated,gas,2,Brussels
apartment,620000,1000,hyperequipped,1968,justrenovated,gas,3,Brussels
apartment,619000,1180,installed,1958,good,fueloil,4,Brussels
apartment,619000,1050,installed,1958,good,fueloil,4,Brussels
apartment,600000,1050,semiequipped,1955,torenovate,fueloil,3,Brussels
house,479000,1180,installed,1950,torenovate,gas,3,Brussels
apartment,595000,1180,hyperequipped,1950,justrenovated,gas,3,Brussels
house,399000,1082,semiequipped,1918,torenovate,gas,4,Brussels
apartment,410000,1000,semiequipped,2001,good,electric,2,Brussels
house,575000,1180,hyperequipped,1930,good,gas,5,Brussels
house,595000,1160,hyperequipped,1930,good,gas,4,Brussels
apartment,275000,1070,hyperequipped,2024,good,gas,2,Brussels
house,625000,1070,hyperequipped,2004,good,gas,4,Brussels
house,590000,1020,semiequipped,1963,good,gas,4,Brussels
house,649000,1080,hyperequipped,1980,justrenovated,gas,6,Brussels
house,649000,1140,installed,1957,good,gas,3,Brussels
apartment,240000,1070,hyperequipped,2024,good,gas,1,Brussels
house,449000,1081,semiequipped,1895,good,gas,4,Brussels
apartment,280000,1080,hyperequipped,2014,justrenovated,gas,2,Brussels
apartment,248000,1080,installed,1965,good,gas,2,Brussels
apartment,725000,1180,hyperequipped,1973,justrenovated,electric,3,Brussels
apartment,699000,1150,hyperequipped,2009,good,gas,3,Brussels
apartment,599000,1000,semiequipped,2004,good,gas,3,Brussels
apartment,530000,1180,installed,1970,good,gas,3,Brussels
apartment,520000,1000,installed,1850,good,gas,2,Brussels
apartment,495000,1180,installed,1960,torenovate,gas,3,Brussels
apartment,495000,1050,hyperequipped,1950,justrenovated,gas,2,Brussels
apartment,465000,1180,installed,1954,good,gas,3,Brussels
apartment,440000,1060,semiequipped,1930,good,gas,1,Brussels
apartment,369000,1140,hyperequipped,2011,justrenovated,gas,2,Brussels
house,795000,1040,installed,1930,torenovate,gas,9,Brussels
apartment,165000,1082,installed,1959,good,gas,1,Brussels
house,795000,1180,semiequipped,1939,torenovate,gas,4,Brussels
apartment,165000,1070,installed,1950,good,gas,1,Brussels
house,565000,1090,hyperequipped,2012,justrenovated,gas,4,Brussels
house,595000,1180,installed,1963,good,gas,4,Brussels
house,615000,1030,hyperequipped,1910,justrenovated,gas,4,Brussels
apartment,410000,1040,semiequipped,2001,good,electric,2,Brussels
apartment,699000,1180,hyperequipped,2022,justrenovated,gas,3,Brussels
apartment,555000,1040,hyperequipped,1938,justrenovated,gas,2,Brussels
apartment,595000,1150,installed,1968,torenovate,fueloil,3,Brussels
apartment,570000,1040,hyperequipped,2009,justrenovated,gas,2,Brussels
apartment,315000,1060,hyperequipped,1999,justrenovated,gas,2,Brussels
apartment,310000,1070,hyperequipped,2018,justrenovated,gas,2,Brussels
apartment,309500,1082,hyperequipped,1997,justrenovated,gas,2,Brussels
house,695000,1080,semiequipped,1953,good,fueloil,8,Brussels
apartment,299000,1150,hyperequipped,1964,good,gas,1,Brussels
apartment,299000,1000,installed,1950,justrenovated,gas,1,Brussels
apartment,295000,1030,notinstalled,1940,justrenovated,gas,2,Brussels
apartment,289000,1140,hyperequipped,1975,good,gas,2,Brussels
apartment,285000,1030,semiequipped,1960,good,gas,2,Brussels
house,575000,1030,installed,1907,torenovate,gas,5,Brussels
apartment,265000,1040,hyperequipped,1959,good,gas,1,Brussels
house,795000,1030,hyperequipped,1905,good,gas,5,Brussels
apartment,250000,1190,installed,1972,good,gas,2,Brussels
apartment,239000,1080,installed,1958,torenovate,fueloil,2,Brussels
apartment,235000,1200,installed,1938,torenovate,gas,1,Brussels
apartment,225000,1083,semiequipped,1970,good,gas,2,Brussels
apartment,220000,1050,notinstalled,1970,torenovate,gas,1,Brussels
house,780000,1150,hyperequipped,1962,torenovate,gas,4,Brussels
apartment,210000,1070,notinstalled,1957,torenovate,gas,2,Brussels
house,765000,1070,semiequipped,1898,good,gas,8,Brussels
apartment,195000,1180,semiequipped,1972,torenovate,gas,1,Brussels
apartment,195000,1070,hyperequipped,1960,good,gas,2,Brussels
house,430000,1070,hyperequipped,1985,good,electric,3,Brussels
apartment,169000,1120,semiequipped,1973,torenovate,gas,1,Brussels
house,745000,1000,installed,1920,good,gas,5,Brussels
house,745000,1050,hyperequipped,1910,good,gas,3,Brussels
apartment,129000,1080,notinstalled,1974,torenovate,gas,1,Brussels
house,289000,1090,semiequipped,1946,good,gas,2,Brussels
house,660000,1190,hyperequipped,1992,justrenovated,gas,5,Brussels
apartment,335000,1030,hyperequipped,1964,torenovate,fueloil,3,Brussels
apartment,595000,1000,hyperequipped,1900,justrenovated,gas,2,Brussels
apartment,335000,1200,installed,1975,good,gas,2,Brussels
apartment,345000,1050,installed,1930,good,gas,1,Brussels
apartment,570000,1000,hyperequipped,2009,justrenovated,gas,2,Brussels
apartment,545000,1030,notinstalled,1940,justrenovated,gas,3,Brussels
apartment,540000,1040,installed,1958,good,fueloil,3,Brussels
apartment,540000,1030,hyperequipped,1900,justrenovated,gas,4,Brussels
apartment,535000,1040,hyperequipped,1958,good,gas,3,Brussels
